gene_id	gene_name	gene_biotype	N545FJ_1_cpm	N545FJ_1_count	N545FJ_2_cpm	N545FJ_2_count	N545FJ_3_cpm	N545FJ_3_count	N545FJ_4_cpm	N545FJ_4_count	N545FJ_5_cpm	N545FJ_5_count	N545FJ_6_cpm	N545FJ_6_count
ENSG00000261594	TPBGL	protein_coding	0.21520292012199485	2.0	0.2909453395244465	2.0	0.3826294626499905	4.0	0.21318652229263219	2.0	0.09981514693936504	1.0	0.0	0.0
ENSG00000261595	PPM1J-DT	lncRNA	0.0	0.0	0.0	0.0	0.19131473132499524	2.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000261596		lncRNA	8.608116804879794	80.0	8.00099683692228	55.0	7.556931887337311	79.0	8.101087847120024	76.0	11.47874189802698	115.0	7.756666240174627	83.0
ENSG00000261599	HERC2P8	transcribed_unprocessed_pseudogene	0.026900365015249356	0.25	0.042187074231044744	0.29	0.027740636042124307	0.29	0.053296630573158046	0.5	0.03792975583695871	0.38	0.0	0.0
ENSG00000261600		lncRNA	0.05380073003049871	0.5	0.2909453395244465	2.0	0.3348007798187416	3.5	0.42637304458526437	4.0	0.39926058775746015	4.0	0.23363452530646467	2.5
ENSG00000261602		lncRNA	0.21520292012199485	2.0	0.0	0.0	0.3826294626499905	4.0	0.42637304458526437	4.0	0.0	0.0	0.3738152404903434	4.0
ENSG00000261603	PRSS46P	transcribed_unitary_pseudogene	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000261604		lncRNA	0.6456087603659846	6.0	0.8728360185733396	6.0	0.2869720969874928	3.0	0.8527460891705287	8.0	1.9963029387873008	20.0	1.7756223923291314	19.0
ENSG00000261606		lncRNA	0.05380073003049871	0.5	0.07273633488111163	0.5	0.23914341415624402	2.5	0.0	0.0	0.09981514693936504	1.0	0.0	0.0
ENSG00000261607		unprocessed_pseudogene	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000261608	SLC25A1P4	processed_pseudogene	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000261609	GAN	protein_coding	17.754240910064574	165.0	13.238012948362316	91.0	23.053425124661924	241.0	20.359312878946373	191.0	19.863214240933644	199.0	20.279476796601134	217.0
ENSG00000261610		lncRNA	0.10760146006099743	1.0	0.0	0.0	0.09565736566249762	1.0	0.10659326114631609	1.0	0.09981514693936504	1.0	0.0	0.0
ENSG00000261611		protein_coding	2.3134313913114446	21.5	1.7456720371466792	12.0	2.7740636042124307	29.0	2.1318652229263217	20.0	2.5452862469538085	25.5	2.196164537880768	23.5
ENSG00000261612	SUB1P3	processed_pseudogene	0.0	0.0	0.14547266976222326	1.0	0.1434860484937464	1.5	0.2664831528657902	2.5	0.09981514693936504	1.0	0.14018071518387878	1.5
ENSG00000261613		lncRNA	0.4304058402439897	4.0	0.7273633488111163	5.0	0.9565736566249761	10.0	1.1192292420363188	10.5	0.7486136020452379	7.5	0.8878111961645657	9.5
ENSG00000261614	YBX3P1	transcribed_processed_pseudogene	0.0	0.0	0.0	0.0	0.04782868283124881	0.5	0.053296630573158046	0.5	0.14972272040904758	1.5	0.09345381012258586	1.0
ENSG00000261615	LINC01858	lncRNA	0.10760146006099743	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
