EnsemblID	gene_name	logFC	logCPM	PValue	FDR	F	gene_biotype	GroupA_AvgCPM	GroupB_AvgCPM	GroupA_stdv	GroupB_stdv	log10FDR	alias	mygene_name	summary
	PTCD2P2	0	-2				processed_pseudogene								
	SOD2P1	0	-2				processed_pseudogene								
	ENSG00000234259	0	-2				processed_pseudogene								
	ENSG00000234262	0	-2				transcribed_unprocessed_pseudogene								
	LINC01723	0	-2				lncRNA								
	TULP3P1	0	-2				transcribed_processed_pseudogene								
	ENSG00000234269	0	-2				processed_pseudogene								
	RPL36P20	0	-2				processed_pseudogene								
	RPL30P2	0	-2				processed_pseudogene								
	ENSG00000234273	0	-2				lncRNA								
	ENSG00000234275	0	-2				lncRNA								
	SDR42E1P3	0	-2				processed_pseudogene								
	PRR20E	0	-2				protein_coding								
	LINC01937	0	-2				lncRNA								
	LANCL1-AS1	0	-2				lncRNA								
	ENSG00000234282	0	-2				transcribed_unprocessed_pseudogene								
	GAPDHP49	0	-2				processed_pseudogene								
	OR1AA1P	0	-2				unprocessed_pseudogene								
	LINC00229	0	-2				lncRNA								
	CLYBL-AS1	0	-2				lncRNA								
	SGO1P2	0	-2				processed_pseudogene								
	LINC01878	0	-2				lncRNA								
	SLC25A18P1	0	-2				processed_pseudogene								
	SAPCD2P4	0	-2				processed_pseudogene								
	OSTCP5	0	-2				processed_pseudogene								
	RPS12P2	0	-2				processed_pseudogene								
	RPL9P2	0	-2				processed_pseudogene								
	MRPS10P2	0	-2				processed_pseudogene								
	RPL7AP16	0	-2				processed_pseudogene								
	CYCSP53	0	-2				processed_pseudogene								
	ENSG00000234338	0	-2				processed_pseudogene								
	ELF2P1	0	-2				processed_pseudogene								
	GLUD1P9	0	-2				processed_pseudogene								
	FTH1P27	0	-2				unprocessed_pseudogene								
	ENSG00000234356	0	-2				processed_pseudogene								
	RPL7AP42	0	-2				processed_pseudogene								
	ELK1P1	0	-2				processed_pseudogene								
	ENSG00000234360	0	-2				processed_pseudogene								
	ENSG00000234361	0	-2				lncRNA								
	LINC01914	0	-2				lncRNA								
	PPIAP27	0	-2				processed_pseudogene								
	PFN1P3	0	-2				transcribed_processed_pseudogene								
	SNX18P7	0	-2				transcribed_processed_pseudogene								
	UBTFL2	0	-2				processed_pseudogene								
	OBI1-AS1	0	-2				lncRNA								
	ENSG00000234378	0	-2				lncRNA								
	HMGB1P48	0	-2				unprocessed_pseudogene								
	LINC01426	0	-2				lncRNA								
	MED15P7	0	-2				unprocessed_pseudogene								
	ENSG00000234382	0	-2				transcribed_unprocessed_pseudogene								
	CTBP2P8	0	-2				processed_pseudogene								
	LINC01049	0	-2				lncRNA								
	RCC2P1	0	-2				processed_pseudogene								
	OR7E162P	0	-2				transcribed_unprocessed_pseudogene								
	ENSG00000234387	0	-2				lncRNA								
	TXNP3	0	-2				processed_pseudogene								
	ENSG00000234391	0	-2				processed_pseudogene								
	ENSG00000234393	0	-2				lncRNA								
	LINC03025	0	-2				lncRNA								
	ENSG00000234396	0	-2				lncRNA								
	PPIAP34	0	-2				processed_pseudogene								
	ENSG00000234398	0	-2				unprocessed_pseudogene								
	RBMY2XP	0	-2				unprocessed_pseudogene								
	ELK2BP	0	-2				transcribed_unprocessed_pseudogene								
	SPRYD7P1	0	-2				processed_pseudogene								
	ENSG00000234406	0	-2				transcribed_processed_pseudogene								
	MPV17L2P1	0	-2				processed_pseudogene								
	RBMY1A1	0	-2				protein_coding								
	RPL5P7	0	-2				processed_pseudogene								
	ENSG00000234418	0	-2				lncRNA								
	CICP13	0	-2				processed_pseudogene								
	SLC25A5P4	0	-2				processed_pseudogene								
	UBE2WP1	0	-2				processed_pseudogene								
	LINC01250	0	-2				lncRNA								
	ENSG00000234426	0	-2				lncRNA								
	ENSG00000234427	0	-2				lncRNA								
	ENSG00000234428	0	-2				lncRNA								
	LINC01432	0	-2				lncRNA								
	ENSG00000234436	0	-2				unprocessed_pseudogene								
	KBTBD13	0	-2				protein_coding								
	KRT18P2	0	-2				processed_pseudogene								
	ENSG00000234441	0	-2				unprocessed_pseudogene								
	ENSG00000234442	0	-2				transcribed_unprocessed_pseudogene								
	FGF14-AS1	0	-2				lncRNA								
	ENSG00000234446	0	-2				lncRNA								
	ENSG00000234448	0	-2				processed_pseudogene								
	ENSG00000234450	0	-2				processed_pseudogene								
	ENSG00000234451	0	-2				processed_pseudogene								
	SLC16A12-AS1	0	-2				lncRNA								
	ENSG00000234455	0	-2				lncRNA								
	ENSG00000234457	0	-2				processed_pseudogene								
	OR7E130P	0	-2				unprocessed_pseudogene								
	ENSG00000234459	0	-2				lncRNA								
	ENSG00000234460	0	-2				transcribed_unprocessed_pseudogene								
	COX6CP12	0	-2				processed_pseudogene								
	ENSG00000234464	0	-2				lncRNA								
	HDGFL3P1	0	-2				processed_pseudogene								
	SLC25A1P2	0	-2				processed_pseudogene								
	CLDN34	0	-2				protein_coding								
	ENSG00000234471	0	-2				lncRNA								
	MIR3663HG	0	-2				lncRNA								
	ENSG00000234477	0	-2				lncRNA								
	ACBD3-AS1	0	-2				lncRNA								
	AP1B1P1	0	-2				transcribed_unprocessed_pseudogene								
	MTCO2P18	0	-2				unprocessed_pseudogene								
	ENSG00000234481	0	-2				lncRNA								
	ENSG00000234484	0	-2				lncRNA								
	OR7E46P	0	-2				transcribed_unprocessed_pseudogene								
	ALDH7A1P4	0	-2				processed_pseudogene								
	HNRNPA1P51	0	-2				processed_pseudogene								
	RHOXF1P1	0	-2				transcribed_unprocessed_pseudogene								
	MRPS21P1	0	-2				processed_pseudogene								
	ERICH3-AS1	0	-2				lncRNA								
	ENSG00000234500	0	-2				unprocessed_pseudogene								
	ENSG00000234503	0	-2				lncRNA								
	ENSG00000234504	0	-2				lncRNA								
	LINC01506	0	-2				lncRNA								
	TLR12P	0	-2				unitary_pseudogene								
	ENSG00000234519	0	-2				lncRNA								
	HRAT17	0	-2				lncRNA								
	ENSG00000234521	0	-2				transcribed_unitary_pseudogene								
	ENSG00000234522	0	-2				unprocessed_pseudogene								
	RPL12P43	0	-2				processed_pseudogene								
	GAPDHP19	0	-2				processed_pseudogene								
	ENSG00000234537	0	-2				transcribed_unprocessed_pseudogene								
	ZNF114P1	0	-2				processed_pseudogene								
	CHEK2P5	0	-2				unprocessed_pseudogene								
	ENSG00000234542	0	-2				lncRNA								
	PTGES3P5	0	-2				processed_pseudogene								
	LINC02020	0	-2				lncRNA								
	ENSG00000234553	0	-2				lncRNA								
	LINC00701	0	-2				lncRNA								
	PPIAP90	0	-2				processed_pseudogene								
	OR10G8	0	-2				protein_coding								
	TPMTP2	0	-2				processed_pseudogene								
	HSPA8P20	0	-2				processed_pseudogene								
	COX6B1P1	0	-2				processed_pseudogene								
	ENSG00000234567	0	-2				lncRNA								
	RAD1P1	0	-2				processed_pseudogene								
	ZFRP1	0	-2				processed_pseudogene								
	RPS21P7	0	-2				processed_pseudogene								
	CTSLP8	0	-2				transcribed_unprocessed_pseudogene								
	MTND1P26	0	-2				unprocessed_pseudogene								
	SYNE1-AS1	0	-2				lncRNA								
	ENSG00000234578	0	-2				lncRNA								
	ENSG00000234579	0	-2				lncRNA								
	ENSG00000234580	0	-2				lncRNA								
	TSPY19P	0	-2				unprocessed_pseudogene								
	ENSG00000234586	0	-2				processed_pseudogene								
	MRPL50P1	0	-2				processed_pseudogene								
	FABP5P14	0	-2				processed_pseudogene								
	GNG5P5	0	-2				processed_pseudogene								
	TJAP1P1	0	-2				processed_pseudogene								
	KAZN-AS1	0	-2				lncRNA								
	MTCO1P58	0	-2				processed_pseudogene								
	ENSG00000234595	0	-2				lncRNA								
	ENSG00000234597	0	-2				lncRNA								
	CHRM3-AS1	0	-2				lncRNA								
	ENSG00000234604	0	-2				processed_pseudogene								
	OR2AT2P	0	-2				transcribed_unitary_pseudogene								
	H2AZP5	0	-2				processed_pseudogene								
	ENSG00000234613	0	-2				lncRNA								
	PUDPP1	0	-2				unprocessed_pseudogene								
	LINC00380	0	-2				lncRNA								
	ENSG00000234626	0	-2				lncRNA								
	NUS1P3	0	-2				processed_pseudogene								
	WDR82P1	0	-2				processed_pseudogene								
	ENSG00000234630	0	-2				lncRNA								
	NECAP1P2	0	-2				processed_pseudogene								
	LINC02093	0	-2				lncRNA								
	RPS19P6	0	-2				processed_pseudogene								
	ENSG00000234638	0	-2				lncRNA								
	ENSG00000234639	0	-2				processed_pseudogene								
	ENSG00000234640	0	-2				lncRNA								
	OTX2P1	0	-2				processed_pseudogene								
	YWHAEP5	0	-2				processed_pseudogene								
	ENSG00000234646	0	-2				lncRNA								
	PCCA-AS1	0	-2				lncRNA								
	AGPAT5P1	0	-2				processed_pseudogene								
	LRRTM4-AS1	0	-2				lncRNA								
	RPL21P73	0	-2				processed_pseudogene								
	LINC00440	0	-2				lncRNA								
	CHL1-AS1	0	-2				lncRNA								
	ACTL11P	0	-2				unitary_pseudogene								
	OR6C64P	0	-2				unprocessed_pseudogene								
	MTCYBP5	0	-2				unprocessed_pseudogene								
	ENSG00000234675	0	-2				lncRNA								
	VN2R3P	0	-2				unitary_pseudogene								
	VDAC2P4	0	-2				processed_pseudogene								
	ENSG00000234683	0	-2				processed_pseudogene								
	ENSG00000234686	0	-2				lncRNA								
	CACNG2-DT	0	-2				lncRNA								
	EPCAM-DT	0	-2				lncRNA								
	ENSG00000234692	0	-2				lncRNA								
	RIPOR3-AS1	0	-2				lncRNA								
	TFPI2-DT	0	-2				lncRNA								
	GPR50-AS1	0	-2				lncRNA								
	MTCO1P8	0	-2				unprocessed_pseudogene								
	PRDX3P3	0	-2				transcribed_processed_pseudogene								
	PRUNE1P1	0	-2				processed_pseudogene								
	ENSG00000234710	0	-2				lncRNA								
	TUBB8P11	0	-2				unprocessed_pseudogene								
	ENSG00000234712	0	-2				lncRNA								
	ENSG00000234713	0	-2				processed_pseudogene								
	ENSG00000234714	0	-2				lncRNA								
	SLC26A5-AS1	0	-2				lncRNA								
	ENSG00000234716	0	-2				processed_pseudogene								
	TMEM212-AS1	0	-2				lncRNA								
	ENSG00000234718	0	-2				transcribed_processed_pseudogene								
	ATP5F1AP8	0	-2				processed_pseudogene								
	LINC02092	0	-2				lncRNA								
	LINC01287	0	-2				lncRNA								
	FCRL4P1	0	-2				unprocessed_pseudogene								
	HDAC1P1	0	-2				processed_pseudogene								
	ENSG00000234726	0	-2				processed_pseudogene								
	ENSG00000234730	0	-2				lncRNA								
	MTND4LP16	0	-2				unprocessed_pseudogene								
	RPEP5	0	-2				processed_pseudogene								
	RPS25P10	0	-2				processed_pseudogene								
	FAM170B-AS1	0	-2				lncRNA								
	ENSG00000234740	0	-2				lncRNA								
	USP9YP26	0	-2				unprocessed_pseudogene								
	ENSG00000234748	0	-2				processed_pseudogene								
	FAM90A21P	0	-2				unprocessed_pseudogene								
	RPS2P53	0	-2				processed_pseudogene								
	RPL15P16	0	-2				processed_pseudogene								
	LINC02676	0	-2				lncRNA								
	LINC02817	0	-2				lncRNA								
	LINC02621	0	-2				lncRNA								
	ENSG00000234758	0	-2				lncRNA								
	MGAT4FP	0	-2				transcribed_unprocessed_pseudogene								
	ELL2P3	0	-2				processed_pseudogene								
	LINC01496	0	-2				lncRNA								
	LINC01052	0	-2				lncRNA								
	ENSG00000234768	0	-2				lncRNA								
	GULOP	0	-2				unitary_pseudogene								
	ENSG00000234775	0	-2				lncRNA								
	FREY1	0	-2				protein_coding								
	LINC02529	0	-2				lncRNA								
	BNC2-AS1	0	-2				lncRNA								
	ENSG00000234780	0	-2				processed_pseudogene								
	LINC01103	0	-2				lncRNA								
	ENSG00000234784	0	-2				processed_pseudogene								
	LINC00458	0	-2				lncRNA								
	ENSG00000234789	0	-2				lncRNA								
	NUTF2P4	0	-2				processed_pseudogene								
	ENSG00000234791	0	-2				lncRNA								
	ENSG00000234792	0	-2				processed_pseudogene								
	ENSG00000234793	0	-2				lncRNA								
	RFTN1P1	0	-2				transcribed_unprocessed_pseudogene								
	ENSG00000234796	0	-2				lncRNA								
	PCMTD1P3	0	-2				processed_pseudogene								
	FAM197Y2	0	-2				transcribed_unprocessed_pseudogene								
	FAM151AP1	0	-2				transcribed_processed_pseudogene								
	ENSG00000234811	0	-2				processed_pseudogene								
	ENSG00000234812	0	-2				processed_pseudogene								
	ENSG00000234813	0	-2				processed_pseudogene								
	ENSG00000234818	0	-2				lncRNA								
	MRPS33P4	0	-2				processed_pseudogene								
	ENSG00000234826	0	-2				lncRNA								
	IQCM	0	-2				protein_coding								
	IFNA17	0	-2				protein_coding								
	FAM197Y9	0	-2				transcribed_unprocessed_pseudogene								
	PHB1P13	0	-2				processed_pseudogene								
	ENSG00000234837	0	-2				processed_pseudogene								
	PPIAP78	0	-2				processed_pseudogene								
	RPS26P30	0	-2				processed_pseudogene								
	LINC01239	0	-2				lncRNA								
	MTCO2P16	0	-2				unprocessed_pseudogene								
	CDC42P2	0	-2				processed_pseudogene								
	ENSG00000234848	0	-2				lncRNA								
	MTND2P3	0	-2				processed_pseudogene								
	NDUFA5P3	0	-2				processed_pseudogene								
	LINC00676	0	-2				lncRNA								
	SLIT1-AS1	0	-2				lncRNA								
	ENSG00000234860	0	-2				lncRNA								
	ATP5F1AP1	0	-2				processed_pseudogene								
	ENSG00000234862	0	-2				lncRNA								
	ENSG00000234863	0	-2				processed_pseudogene								
	LINC02632	0	-2				lncRNA								
	ADH5P5	0	-2				transcribed_processed_pseudogene								
	LINC02925	0	-2				lncRNA								
	ENSG00000234872	0	-2				processed_pseudogene								
	ENSG00000234877	0	-2				lncRNA								
	HSPE1P1	0	-2				processed_pseudogene								
	LINC00163	0	-2				lncRNA								
	PIGFP2	0	-2				processed_pseudogene								
	MTND5P26	0	-2				processed_pseudogene								
	OFD1P15Y	0	-2				transcribed_unprocessed_pseudogene								
	KPNB1P1	0	-2				processed_pseudogene								
	HNRNPDLP2	0	-2				unprocessed_pseudogene								
	ENSG00000234892	0	-2				lncRNA								
	ENSG00000234894	0	-2				unprocessed_pseudogene								
	OR52X1P	0	-2				unitary_pseudogene								
	OR7E62P	0	-2				transcribed_unprocessed_pseudogene								
	CHEK2P3	0	-2				transcribed_unprocessed_pseudogene								
	ENSG00000234900	0	-2				lncRNA								
	MTND6P13	0	-2				processed_pseudogene								
	ENSG00000234903	0	-2				transcribed_unprocessed_pseudogene								
	APOC2	0	-2				protein_coding								
	ENSG00000234907	0	-2				processed_pseudogene								
	IL6RP1	0	-2				processed_pseudogene								
	ENSG00000234913	0	-2				lncRNA								
	ENSG00000234918	0	-2				lncRNA								
	TSEN15P3	0	-2				processed_pseudogene								
	ATP5PDP4	0	-2				processed_pseudogene								
	HMGN1P18	0	-2				processed_pseudogene								
	ENSG00000234929	0	-2				lncRNA								
	MARK2P15	0	-2				processed_pseudogene								
	ENSG00000234932	0	-2				processed_pseudogene								
	MTND5P29	0	-2				unprocessed_pseudogene								
	ENSG00000234937	0	-2				processed_pseudogene								
	ENSG00000234938	0	-2				lncRNA								
	MTND2P18	0	-2				unprocessed_pseudogene								
	ENSG00000234940	0	-2				lncRNA								
	ENSG00000234941	0	-2				processed_pseudogene								
	GRID1-AS1	0	-2				lncRNA								
	ENSG00000234943	0	-2				lncRNA								
	LINC02623	0	-2				lncRNA								
	SDHCP3	0	-2				processed_pseudogene								
	RAB17-DT	0	-2				lncRNA								
	RBMY2OP	0	-2				unprocessed_pseudogene								
	LINC02674	0	-2				lncRNA								
	ENSG00000234953	0	-2				lncRNA								
	FABP5P13	0	-2				processed_pseudogene								
	LINC00700	0	-2				lncRNA								
	ENSG00000234967	0	-2				lncRNA								
	LINC02658	0	-2				lncRNA								
	ENSG00000234977	0	-2				lncRNA								
	ENSG00000234979	0	-2				lncRNA								
	RPL7AP47	0	-2				transcribed_processed_pseudogene								
	ENSG00000234983	0	-2				processed_pseudogene								
	FMO10P	0	-2				unprocessed_pseudogene								
	ENSG00000234986	0	-2				lncRNA								
	LINC01849	0	-2				lncRNA								
	CUBNP2	0	-2				transcribed_unprocessed_pseudogene								
	RPS3AP28	0	-2				processed_pseudogene								
	LINC02966	0	-2				lncRNA								
	ENSG00000235002	0	-2				processed_pseudogene								
	USP9YP30	0	-2				unprocessed_pseudogene								
	ENSG00000235005	0	-2				lncRNA								
	LINC01883	0	-2				lncRNA								
	JAKMIP3-AS1	0	-2				lncRNA								
	ENSG00000235011	0	-2				lncRNA								
	JCADP1	0	-2				processed_pseudogene								
	REREP2Y	0	-2				transcribed_unprocessed_pseudogene								
	GEMIN2P1	0	-2				processed_pseudogene								
	ENSG00000235020	0	-2				lncRNA								
	ENSG00000235023	0	-2				lncRNA								
	DPP10-AS1	0	-2				lncRNA								
	PRADX	0	-2				lncRNA								
	HMGN1P30	0	-2				processed_pseudogene								
	MNX1-AS2	0	-2				lncRNA								
	BMP7-AS1	0	-2				lncRNA								
	DAAM2-AS1	0	-2				lncRNA								
	ENSG00000235035	0	-2				lncRNA								
	ENSG00000235038	0	-2				lncRNA								
	MTND6P12	0	-2				processed_pseudogene								
	MTCO3P1	0	-2				unprocessed_pseudogene								
	SMARCAL1-AS1	0	-2				lncRNA								
	RPL7P8	0	-2				processed_pseudogene								
	MLIP-AS1	0	-2				lncRNA								
	ENSG00000235052	0	-2				lncRNA								
	LINC01777	0	-2				lncRNA								
	ENSG00000235055	0	-2				processed_pseudogene								
	ENSG00000235056	0	-2				lncRNA								
	ZMYND10-AS1	0	-2				lncRNA								
	ENSG00000235059	0	-2				lncRNA								
	VDAC1P4	0	-2				processed_pseudogene								
	UBE2V1P7	0	-2				processed_pseudogene								
	BCRP5	0	-2				transcribed_unprocessed_pseudogene								
	ENSG00000235066	0	-2				lncRNA								
	ENSG00000235069	0	-2				processed_pseudogene								
	ENSG00000235070	0	-2				lncRNA								
	ENSG00000235071	0	-2				processed_pseudogene								
	ARNILA	0	-2				lncRNA								
	GAPDHP52	0	-2				transcribed_processed_pseudogene								
	MTND5P23	0	-2				unprocessed_pseudogene								
	ENSG00000235083	0	-2				processed_pseudogene								
	ENSG00000235085	0	-2				lncRNA								
	FNDC1-IT1	0	-2				lncRNA								
	ENSG00000235088	0	-2				processed_pseudogene								
	ENSG00000235091	0	-2				lncRNA								
	ENSG00000235094	0	-2				unprocessed_pseudogene								
	ENSG00000235096	0	-2				lncRNA								
	LINC00330	0	-2				lncRNA								
	ANKRD65	0	-2				protein_coding								
	ENSG00000235099	0	-2				lncRNA								
	ADI1P1	0	-2				processed_pseudogene								
	IFNA12P	0	-2				unprocessed_pseudogene								
	RPS17P10	0	-2				processed_pseudogene								
	ENSG00000235113	0	-2				transcribed_processed_pseudogene								
	FAM237A	0	-2				protein_coding								
	BSN-AS1	0	-2				lncRNA								
	ENSG00000235121	0	-2				lncRNA								
	ENSG00000235122	0	-2				lncRNA								
	DSCAM-AS1	0	-2				lncRNA								
	KRT8P17	0	-2				processed_pseudogene								
	ENSG00000235126	0	-2				lncRNA								
	ENSG00000235127	0	-2				lncRNA								
	FABP7P2	0	-2				processed_pseudogene								
	TP73-AS2	0	-2				lncRNA								
	RPL35AP22	0	-2				processed_pseudogene								
	PSMA5P1	0	-2				processed_pseudogene								
	HSP90AB6P	0	-2				processed_pseudogene								
	ENSG00000235138	0	-2				lncRNA								
	LINC03017	0	-2				lncRNA								
	ENSG00000235140	0	-2				lncRNA								
	LINC02532	0	-2				lncRNA								
	ENSG00000235143	0	-2				lncRNA								
	ENSG00000235146	0	-2				lncRNA								
	ENSG00000235147	0	-2				processed_pseudogene								
	HMGB3P23	0	-2				processed_pseudogene								
	ENSG00000235149	0	-2				lncRNA								
	RCBTB2P1	0	-2				processed_pseudogene								
	ENSG00000235152	0	-2				lncRNA								
	ENSG00000235154	0	-2				lncRNA								
	TMEM30CP	0	-2				transcribed_unitary_pseudogene								
	ENSG00000235158	0	-2				lncRNA								
	LINC02248	0	-2				lncRNA								
	RPL7AP81	0	-2				processed_pseudogene								
	CDK5P1	0	-2				processed_pseudogene								
	LINC01440	0	-2				lncRNA								
	ENSG00000235168	0	-2				lncRNA								
	MTND1P31	0	-2				processed_pseudogene								
	ENSG00000235181	0	-2				unprocessed_pseudogene								
	ENSG00000235182	0	-2				processed_pseudogene								
	MICOS10-DT	0	-2				lncRNA								
	ENSG00000235186	0	-2				unprocessed_pseudogene								
	ENSG00000235190	0	-2				processed_pseudogene								
	NUCB1-AS1	0	-2				lncRNA								
	ENSG00000235196	0	-2				processed_pseudogene								
	ZNF33CP	0	-2				processed_pseudogene								
	ENSG00000235198	0	-2				lncRNA								
	CYP2C58P	0	-2				processed_pseudogene								
	LINC01702	0	-2				lncRNA								
	LINC02578	0	-2				lncRNA								
	LINC01525	0	-2				lncRNA								
	TBC1D3P3	0	-2				unprocessed_pseudogene								
	ENSG00000235204	0	-2				lncRNA								
	TATDN2P3	0	-2				processed_pseudogene								
	TUBBP6	0	-2				processed_pseudogene								
	RPL7AP13	0	-2				processed_pseudogene								
	TMSB10P2	0	-2				processed_pseudogene								
	OR6E1P	0	-2				unprocessed_pseudogene								
	FAM83C-AS1	0	-2				lncRNA								
	DNAJC17P1	0	-2				processed_pseudogene								
	ENSG00000235219	0	-2				unprocessed_pseudogene								
	LINC00383	0	-2				lncRNA								
	ENSG00000235224	0	-2				processed_pseudogene								
	RPL31P17	0	-2				transcribed_processed_pseudogene								
	ENSG00000235226	0	-2				processed_pseudogene								
	VN1R38P	0	-2				unitary_pseudogene								
	MRPS18BP2	0	-2				processed_pseudogene								
	IGKV1OR2-1	0	-2				IG_V_pseudogene								
	ENSG00000235237	0	-2				lncRNA								
	ACTRT1P1	0	-2				processed_pseudogene								
	ENSG00000235240	0	-2				unprocessed_pseudogene								
	ENSG00000235241	0	-2				processed_pseudogene								
	ENSG00000235243	0	-2				transcribed_processed_pseudogene								
	TMEM184B-AS1	0	-2				lncRNA								
	OR13C1P	0	-2				transcribed_unprocessed_pseudogene								
	ENSG00000235251	0	-2				processed_pseudogene								
	EEF1A1P50	0	-2				processed_pseudogene								
	FKBP4P7	0	-2				processed_pseudogene								
	NDUFB4P6	0	-2				processed_pseudogene								
	ENSG00000235263	0	-2				lncRNA								
	RPL22P17	0	-2				processed_pseudogene								
	ENSG00000235267	0	-2				processed_pseudogene								
	KDM4E	0	-2				protein_coding								
	LINC02331	0	-2				lncRNA								
	ENSG00000235274	0	-2				processed_pseudogene								
	KRT18P16	0	-2				processed_pseudogene								
	ENSG00000235277	0	-2				lncRNA								
	ZNF652P1	0	-2				processed_pseudogene								
	ENSG00000235279	0	-2				lncRNA								
	ENSG00000235281	0	-2				lncRNA								
	DYNLL1P3	0	-2				processed_pseudogene								
	SNORD62A	0	-2				snoRNA								
	ENSG00000235286	0	-2				processed_pseudogene								
	BRD7P6	0	-2				processed_pseudogene								
	HLA-W	0	-2				transcribed_unprocessed_pseudogene								
	ENSG00000235292	0	-2				lncRNA								
	ENSG00000235293	0	-2				lncRNA								
	RPL7AP25	0	-2				processed_pseudogene								
	LINC01634	0	-2				lncRNA								
	ENSG00000235296	0	-2				lncRNA								
	MRPL53P1	0	-2				processed_pseudogene								
	SKAP1-AS2	0	-2				lncRNA								
	HLA-Z	0	-2				unprocessed_pseudogene								
	ENSG00000235303	0	-2				lncRNA								
	GAPDHP34	0	-2				processed_pseudogene								
	ENSG00000235308	0	-2				processed_pseudogene								
	GXYLT1P6	0	-2				processed_pseudogene								
	KRTAP19-10P	0	-2				unprocessed_pseudogene								
	RPL23AP69	0	-2				processed_pseudogene								
	MTND4LP13	0	-2				unprocessed_pseudogene								
	ENSG00000235321	0	-2				lncRNA								
	COTL1P2	0	-2				transcribed_processed_pseudogene								
	SRSF3P5	0	-2				processed_pseudogene								
	RPL31P62	0	-2				processed_pseudogene								
	ENSG00000235329	0	-2				processed_pseudogene								
	RPSAP76	0	-2				processed_pseudogene								
	BTG3P1	0	-2				processed_pseudogene								
	DUSP5P2	0	-2				processed_pseudogene								
	GEMIN2P2	0	-2				processed_pseudogene								
	LINC01665	0	-2				lncRNA								
	TRNT1P2	0	-2				processed_pseudogene								
	ENSG00000235349	0	-2				transcribed_processed_pseudogene								
	ENSG00000235350	0	-2				transcribed_unprocessed_pseudogene								
	SGCEP1	0	-2				processed_pseudogene								
	ENSG00000235356	0	-2				lncRNA								
	LINC01621	0	-2				lncRNA								
	SCMH1-DT	0	-2				lncRNA								
	ABR-AS1	0	-2				lncRNA								
	SAPCD2P2	0	-2				processed_pseudogene								
	DNM1P51	0	-2				transcribed_unprocessed_pseudogene								
	ACO2P2	0	-2				processed_pseudogene								
	ENSG00000235377	0	-2				processed_pseudogene								
	RPL7P31	0	-2				processed_pseudogene								
	MTND4P31	0	-2				processed_pseudogene								
	LINC02154	0	-2				lncRNA								
	ENSG00000235386	0	-2				unprocessed_pseudogene								
	SPAAR	0	-2				protein_coding								
	ENSG00000235389	0	-2				lncRNA								
	ENSG00000235390	0	-2				processed_pseudogene								
	EPN2-AS1	0	-2				lncRNA								
	ENSG00000235399	0	-2				lncRNA								
	ENSG00000235403	0	-2				lncRNA								
	CYMP-AS1	0	-2				lncRNA								
	SNORA71B	0	-2				snoRNA								
	ENSG00000235410	0	-2				lncRNA								
	TTTY4B	0	-2				lncRNA								
	KRT18P63	0	-2				processed_pseudogene								
	RPSAP24	0	-2				processed_pseudogene								
	TIPINP1	0	-2				processed_pseudogene								
	RPL29P30	0	-2				transcribed_processed_pseudogene								
	KATNBL1P3	0	-2				processed_pseudogene								
	SUMO2P10	0	-2				processed_pseudogene								
	RPS7P13	0	-2				processed_pseudogene								
	ENSG00000235426	0	-2				lncRNA								
	ENSG00000235427	0	-2				lncRNA								
	ENSG00000235429	0	-2				processed_pseudogene								
	ZSWIM5P1	0	-2				processed_pseudogene								
	ENSG00000235431	0	-2				lncRNA								
	ENSG00000235432	0	-2				unprocessed_pseudogene								
	MTATP6P17	0	-2				unprocessed_pseudogene								
	RNF186-AS1	0	-2				lncRNA								
	ENSG00000235435	0	-2				lncRNA								
	DPY19L2P4	0	-2				transcribed_unprocessed_pseudogene								
	ESRRAP2	0	-2				transcribed_processed_pseudogene								
	RPS2P15	0	-2				processed_pseudogene								
	LINC02791	0	-2				lncRNA								
	PNPLA4P1	0	-2				unprocessed_pseudogene								
	IQCF5-AS1	0	-2				lncRNA								
	ENSG00000235461	0	-2				lncRNA								
	TAB3P1	0	-2				transcribed_unprocessed_pseudogene								
	ENSG00000235463	0	-2				processed_pseudogene								
	ENSG00000235464	0	-2				lncRNA								
	RPL10AP5	0	-2				processed_pseudogene								
	MRPL50P4	0	-2				processed_pseudogene								
	NEURL1-AS1	0	-2				lncRNA								
	LINC01664	0	-2				lncRNA								
	RAB9AP4	0	-2				unprocessed_pseudogene								
	RPL21P135	0	-2				processed_pseudogene								
	GYG2-AS1	0	-2				lncRNA								
	ACO2P1	0	-2				processed_pseudogene								
	LINC01221	0	-2				lncRNA								
	ENSG00000235494	0	-2				lncRNA								
	ENSG00000235495	0	-2				lncRNA								
	LINC02923	0	-2				lncRNA								
	SNX19P2	0	-2				processed_pseudogene								
	ENSG00000235503	0	-2				lncRNA								
	ENSG00000235510	0	-2				unprocessed_pseudogene								
	OFD1P18Y	0	-2				unprocessed_pseudogene								
	TAB3-AS2	0	-2				lncRNA								
	LLPHP2	0	-2				processed_pseudogene								
	ENSG00000235518	0	-2				lncRNA								
	LINC01815	0	-2				lncRNA								
	USP9YP27	0	-2				unprocessed_pseudogene								
	ENSG00000235522	0	-2				lncRNA								
	MTCO1P23	0	-2				processed_pseudogene								
	FTLP1	0	-2				processed_pseudogene								
	ENSG00000235526	0	-2				lncRNA								
	AGAP1-IT1	0	-2				lncRNA								
	ENSG00000235533	0	-2				lncRNA								
	FECHP1	0	-2				processed_pseudogene								
	TRDN-AS1	0	-2				lncRNA								
