EnsemblID	gene_name	logFC	logCPM	PValue	FDR	F	gene_biotype	GroupA_AvgCPM	GroupB_AvgCPM	GroupA_stdv	GroupB_stdv	log10FDR	alias	mygene_name	summary
	ENSG00000296343	1.13605	-1.32293				lncRNA								
	ENSG00000297264	1.13605	-1.32293				lncRNA								
	ENSG00000298619	1.13605	-1.32293				lncRNA								
	ENSG00000298788	1.13605	-1.32293				lncRNA								
	ENSG00000299297	1.13605	-1.32293				lncRNA								
	ENSG00000300624	1.13605	-1.32293				lncRNA								
	ENSG00000301519	1.13605	-1.32293				lncRNA								
	ENSG00000302625	1.13605	-1.32293				lncRNA								
	ENSG00000303117	1.13605	-1.32293				lncRNA								
	ENSG00000303425	1.13605	-1.32293				lncRNA								
	ENSG00000303501	1.13605	-1.32293				lncRNA								
	ENSG00000303847	1.13605	-1.32293				lncRNA								
	ENSG00000304574	1.13605	-1.32293				lncRNA								
	ENSG00000305037	1.13605	-1.32293				lncRNA								
	ENSG00000305186	1.13605	-1.32293				lncRNA								
	ENSG00000305596	1.13605	-1.32293				lncRNA								
	ENSG00000306967	1.13605	-1.32293				lncRNA								
	ENSG00000306968	1.13605	-1.32293				lncRNA								
	ENSG00000307852	1.13605	-1.32293				lncRNA								
	ENSG00000308001	1.13605	-1.32293				lncRNA								
	ENSG00000308585	1.13605	-1.32293				lncRNA								
	ENSG00000309524	1.13605	-1.32293				lncRNA								
	ENSG00000309529	1.13605	-1.32293				lncRNA								
	ENSG00000310031	1.13605	-1.32293				lncRNA								
	ENSG00000310458	1.13605	-1.32293				lncRNA								
	STC2	1.13473	1.62639				protein_coding								
	COL6A3	1.13461	3.08112				protein_coding								
	TRBV13	1.13259	-1.19642				TR_V_gene								
	COX6B2	1.12966	-1.08011				protein_coding								
	SNORD45A	1.12966	-1.08011				snoRNA								
	DNAJC8P4	1.12966	-1.08011				processed_pseudogene								
	ENSG00000276490	1.12966	-1.08011				protein_coding								
	CLDN11	1.125	-0.872328				protein_coding								
	SV2C	1.125	-0.872328				protein_coding								
	FHOD3	1.125	-0.872328				protein_coding								
	CACNG8	1.125	-0.872328				protein_coding								
	ERG	1.125	-0.872328				protein_coding								
	CLIC6	1.125	-0.872328				protein_coding								
	VSTM4	1.125	-0.872328				protein_coding								
	CCDC184	1.125	-0.872328				protein_coding								
	ALDH1A3	1.125	-0.872328				protein_coding								
	NOXA1	1.125	-0.872328				protein_coding								
	RORB	1.125	-0.872328				protein_coding								
	Y_RNA	1.125	-0.872328				misc_RNA								
	SNORA73	1.125	-0.872328				snoRNA								
	ZBTB12	1.125	-0.872328				protein_coding								
	AARD	1.125	-0.872328				protein_coding								
	ATP6AP1L	1.125	-0.872328				transcribed_unitary_pseudogene								
	MIR320D1	1.125	-0.872328				miRNA								
	ENSG00000214248	1.125	-0.872328				lncRNA								
	RPS5P2	1.125	-0.872328				processed_pseudogene								
	SATB2-AS1	1.125	-0.872328				lncRNA								
	ENSG00000228251	1.125	-0.872328				lncRNA								
	ANKRD49P1	1.125	-0.872328				processed_pseudogene								
	BACH1-IT2	1.125	-0.872328				lncRNA								
	IDI2-AS1	1.125	-0.872328				lncRNA								
	RPL21P74	1.125	-0.872328				processed_pseudogene								
	RN7SL749P	1.125	-0.872328				misc_RNA								
	RN7SL638P	1.125	-0.872328				misc_RNA								
	TTC36-AS1	1.125	-0.872328				lncRNA								
	TAS2R31	1.125	-0.872328				protein_coding								
	TRAV1-2	1.125	-0.872328				TR_V_gene								
	ENSG00000259945	1.125	-0.872328				lncRNA								
	ENSG00000260621	1.125	-0.872328				lncRNA								
	COQ7-DT	1.125	-0.872328				lncRNA								
	ENSG00000262160	1.125	-0.872328				lncRNA								
	RNF213-AS1	1.125	-0.872328				lncRNA								
	MIR5194	1.125	-0.872328				miRNA								
	ENSG00000264853	1.125	-0.872328				lncRNA								
	ENSG00000266850	1.125	-0.872328				lncRNA								
	ENSG00000267484	1.125	-0.872328				lncRNA								
	ENSG00000267838	1.125	-0.872328				lncRNA								
	PTOV1-AS1	1.125	-0.872328				lncRNA								
	ENSG00000273711	1.125	-0.872328				lncRNA								
	ENSG00000276809	1.125	-0.872328				lncRNA								
	ENSG00000277453	1.125	-0.872328				lncRNA								
	H2AC4	1.125	-0.872328				protein_coding								
	LINC01338	1.125	-0.872328				lncRNA								
	ENSG00000285557	1.125	-0.872328				lncRNA								
	ENSG00000287593	1.125	-0.872328				lncRNA								
	ENSG00000287859	1.125	-0.872328				lncRNA								
	ENSG00000289073	1.125	-0.872328				lncRNA								
	ENSG00000293433	1.125	-0.872328				lncRNA								
	ENSG00000298386	1.125	-0.872328				lncRNA								
	ENSG00000301109	1.125	-0.872328				lncRNA								
	ENSG00000308485	1.125	-0.872328				lncRNA								
	ENSG00000308681	1.125	-0.872328				lncRNA								
	ENSG00000309112	1.125	-0.872328				lncRNA								
	PTPN20	1.12144	-0.69074				protein_coding								
	EIF4HP1	1.12144	-0.69074				processed_pseudogene								
	RHOBTB1	1.11863	-0.529475				protein_coding								
	TRIM9	1.11863	-0.529475				protein_coding								
	FAM83E	1.11863	-0.529475				protein_coding								
	GALNT18	1.11863	-0.529475				protein_coding								
	DLGAP3	1.11863	-0.529475				protein_coding								
	TFF2	1.11863	-0.529475				protein_coding								
	ZCCHC18	1.11863	-0.529475				protein_coding								
	MACC1	1.11863	-0.529475				protein_coding								
	KAZN	1.11863	-0.529475				protein_coding								
	RPL4P7	1.11863	-0.529475				processed_pseudogene								
	ENSG00000229721	1.11863	-0.529475				processed_pseudogene								
	UFL1-AS1	1.11863	-0.529475				lncRNA								
	SNRPGP14	1.11863	-0.529475				processed_pseudogene								
	RPS23P6	1.11863	-0.529475				processed_pseudogene								
	RN7SL449P	1.11863	-0.529475				misc_RNA								
	PRC1-AS1	1.11863	-0.529475				lncRNA								
	HNRNPLP2	1.11863	-0.529475				transcribed_unprocessed_pseudogene								
	LINC02182	1.11863	-0.529475				lncRNA								
	ENSG00000261208	1.11863	-0.529475				processed_pseudogene								
	ENSG00000267576	1.11863	-0.529475				lncRNA								
	ENSG00000269514	1.11863	-0.529475				lncRNA								
	ENSG00000272627	1.11863	-0.529475				lncRNA								
	ENSG00000273058	1.11863	-0.529475				lncRNA								
	ENSG00000274400	1.11863	-0.529475				lncRNA								
	H2BC3	1.11863	-0.529475				protein_coding								
	ENSG00000279464	1.11863	-0.529475				TEC								
	ENSG00000288670	1.11863	-0.529475				lncRNA								
	ENSG00000288813	1.11863	-0.529475				lncRNA								
	ENSG00000289223	1.11863	-0.529475				lncRNA								
	ENSG00000289938	1.11863	-0.529475				lncRNA								
	ENSG00000295233	1.11863	-0.529475				lncRNA								
	ENSG00000310203	1.11863	-0.529475				lncRNA								
	HSF2BP	1.11637	-0.384437				protein_coding								
	MRPL32P2	1.11637	-0.384437				processed_pseudogene								
	CDHR1	1.1145	-0.252658				protein_coding								
	CACNA1D	1.1145	-0.252658				protein_coding								
	CXCR5	1.1145	-0.252658				protein_coding								
	CLDN1	1.1145	-0.252658				protein_coding								
	Y_RNA	1.1145	-0.252658				misc_RNA								
	ENSG00000225864	1.1145	-0.252658				unprocessed_pseudogene								
	LINC01284	1.1145	-0.252658				lncRNA								
	SNRPGP5	1.1145	-0.252658				processed_pseudogene								
	CCND2-AS1	1.1145	-0.252658				lncRNA								
	ZNF571-AS1	1.1145	-0.252658				lncRNA								
	ENSG00000302536	1.1145	-0.252658				lncRNA								
	ARSG	1.11401	1.86734				protein_coding								
	MYH6	1.11224	-0.0751318				protein_coding								
	PTPRS	1.11159	-0.0205				protein_coding								
	SIGLEC6	1.11159	-0.0205				protein_coding								
	AXL	1.11159	-0.0205				protein_coding								
	ZNF554	1.11159	-0.0205				protein_coding								
	Y_RNA	1.11159	-0.0205				misc_RNA								
	SNORD100	1.11159	-0.0205				snoRNA								
	ENSG00000259138	1.11159	-0.0205				lncRNA								
	ENSG00000271789	1.11159	-0.0205				lncRNA								
	ENSG00000286626	1.11159	-0.0205				lncRNA								
	PTK2	1.10944	0.179426				protein_coding								
	ENSG00000229447	1.10944	0.179426				processed_pseudogene								
	ENSG00000270190	1.10856	0.269876				lncRNA								
	ADAM22	1.10779	0.354988				protein_coding								
	PLLP	1.10779	0.354988				protein_coding								
	WASF1	1.10779	0.354988				protein_coding								
	ENSG00000216809	1.10779	0.354988				processed_pseudogene								
	VPS26BP1	1.10779	0.354988				processed_pseudogene								
	ENSG00000272707	1.10779	0.354988				lncRNA								
	ENSG00000273055	1.10779	0.354988				lncRNA								
	ENSG00000294159	1.10591	0.583796				lncRNA								
	GUCA1B	1.1054	0.652655				protein_coding								
	PODXL	1.1054	0.652655				protein_coding								
	SLC16A4	1.1054	0.652655				protein_coding								
	ENSG00000264290	1.1054	0.652655				lncRNA								
	ENSG00000289405	1.1054	0.652655				lncRNA								
	EIF2S3B	1.10494	0.718377				protein_coding								
	ENSG00000226266	1.10451	0.781235				lncRNA								
	ENSG00000310242	1.10412	0.841468				lncRNA								
	LNX1	1.10377	0.899286				protein_coding								
	ENSG00000286813	1.10313	1.0084				lncRNA								
	CYP2C18	1.10284	1.06002				protein_coding								
	ENSG00000260498	1.10257	1.10985				lncRNA								
	CDH17	1.10129	1.37732				protein_coding								
	FAT1	1.09875	2.12312				protein_coding								
	HMGN2P7	1.09366	-1.18411				processed_pseudogene								
	SLC23A3	1.08018	-0.555694				protein_coding								
	KCTD12	1.07678	2.29061				protein_coding								
	ENSG00000261526	1.07495	1.4388				lncRNA								
	DST	1.06901	1.77703				protein_coding								
	SLC7A5P2	1.06765	-0.564185				transcribed_processed_pseudogene								
	ENSG00000291015	1.0665	0.929773				lncRNA								
	ZNF678	1.0652	1.57897				protein_coding								
	ENSG00000272909	1.06215	0.14728				lncRNA								
	IL19	1.05983	0.0485266				protein_coding								
	EOLA1-DT	1.05983	0.0485266				lncRNA								
	FRMD4A	1.05795	1.26388				protein_coding								
	ENSG00000268643	1.05717	-0.057486				protein_coding								
	ENSG00000271581	1.05717	-0.057486				transcribed_unprocessed_pseudogene								
	ENSG00000301082	1.05717	-0.057486				lncRNA								
	ENSG00000281010	1.05442	-1.05608				snoRNA								
	BTF3P3	1.05414	1.37202				processed_pseudogene								
	ACTR3C	1.05296	1.33059				protein_coding								
	CCDC191	1.05283	1.07609				protein_coding								
	ENSG00000239486	1.05283	1.07609				unprocessed_pseudogene								
	ENSG00000288948	1.05283	1.07609				lncRNA								
	ENSG00000280355	1.05039	-0.296199				TEC								
	ENSG00000289963	1.0499	0.473097				lncRNA								
	ENSG00000269292	1.04606	0.860157				lncRNA								
	FBXL9P	1.04601	-0.432213				lncRNA								
	ENSG00000289971	1.04401	0.800715				lncRNA								
	ENSG00000297871	1.04348	-0.505352				lncRNA								
	SEC24B-AS1	1.04309	0.268924				lncRNA								
	OSGIN1	1.04067	-0.582397				protein_coding								
	ENSG00000247228	1.04067	-0.582397				lncRNA								
	ENSG00000260296	1.04067	-0.582397				lncRNA								
	ENSG00000288841	1.04067	-0.582397				protein_coding								
	TNFRSF8	1.0395	4.35848				protein_coding								
	ENSG00000227698	1.0367	0.606112				lncRNA								
	MTATP6P2	1.03656	-1.06811				processed_pseudogene								
	TSHZ2	1.03521	3.08799				protein_coding								
	IL21	1.03506	1.69187				protein_coding								
	ENSG00000267001	1.03402	-0.750052				protein_coding								
	ENSG00000279571	1.03402	-0.750052				lncRNA								
	RPS4Y2	1.03272	2.26087				protein_coding								
	IRAK2	1.03054	0.460071				protein_coding								
	SNX22	1.03054	0.460071				protein_coding								
	GPR34	1.03054	0.460071				protein_coding								
	NTNG2	1.03054	0.460071				protein_coding								
	ENSG00000280064	1.03054	0.460071				TEC								
	H2AC14	1.0273	1.05892				protein_coding								
	ENSG00000213204	1.02552	-0.939784				protein_coding								
	CLIC1P1	1.02552	-0.939784				processed_pseudogene								
	LINC02055	1.02552	-0.939784				lncRNA								
	ENSG00000254812	1.02552	-0.939784				lncRNA								
	ENSG00000260579	1.02552	-0.939784				lncRNA								
	ENSG00000296886	1.02552	-0.939784				lncRNA								
	ENSG00000303766	1.02552	-0.939784				lncRNA								
	SNHG4	1.02533	3.7598				lncRNA								
	MTND6P4	1.02388	-0.424955				processed_pseudogene								
	CCDC17	1.02292	0.297564				protein_coding								
	ENSG00000293465	1.02292	0.297564				lncRNA								
	ENSG00000303971	1.02292	0.297564				lncRNA								
	LINC02021	1.02155	-1.40064				lncRNA								
	ENSG00000297566	1.02155	-1.40064				lncRNA								
	ENSG00000260563	1.01765	1.3208				lncRNA								
	TRERF1	1.01632	5.79895				protein_coding								
	AKR1C3	1.01593	1.91342				protein_coding								
	POLR1HASP	1.01427	-1.1583				transcribed_unitary_pseudogene								
	ENSG00000277941	1.01427	-1.1583				misc_RNA								
	MMP11	1.01326	0.114401				protein_coding								
	CNIH2	1.01326	0.114401				protein_coding								
	ETV4	1.01326	0.114401				protein_coding								
	HOXC4	1.01326	0.114401				protein_coding								
	ENSG00000221083	1.01326	0.114401				snoRNA								
	ENSG00000197815	1.00716	-1.28137				lncRNA								
	ENSG00000232807	1.00716	-1.28137				lncRNA								
	RPL21P97	1.00716	-1.28137				processed_pseudogene								
	ENSG00000287769	1.00716	-1.28137				lncRNA								
	RN7SKP255	1.00379	-0.347944				misc_RNA								
	SPARC	1.00131	1.04153				protein_coding								
	HOXB6	1.0006	-0.0954452				protein_coding								
	SNX33	1.0006	-0.0954452				protein_coding								
	KREMEN1	1.0006	-0.0954452				protein_coding								
	ENSG00000251229	1.0006	-0.0954452				processed_pseudogene								
	ENSG00000260774	1.0006	-0.0954452				lncRNA								
	ENSG00000273059	1.0006	-0.0954452				lncRNA								
	ENSG00000310325	1.0006	-0.0954452				lncRNA								
	ST6GALNAC2	0.998666	-1.41593				protein_coding								
	HPN	0.998666	-1.41593				protein_coding								
	TPTE2	0.998666	-1.41593				protein_coding								
	SNORA73	0.998666	-1.41593				snoRNA								
	ENSG00000230303	0.998666	-1.41593				lncRNA								
	ENSG00000233839	0.998666	-1.41593				processed_pseudogene								
	TEX21P	0.998666	-1.41593				transcribed_unitary_pseudogene								
	SSBL2P	0.998666	-1.41593				processed_pseudogene								
	SNORD4B	0.998666	-1.41593				snoRNA								
	ENSG00000254328	0.998666	-1.41593				processed_pseudogene								
	AGAP2-AS1	0.998666	-1.41593				lncRNA								
	ENSG00000260103	0.998666	-1.41593				transcribed_processed_pseudogene								
	ENSG00000260177	0.998666	-1.41593				lncRNA								
	ENSG00000266495	0.998666	-1.41593				lncRNA								
	ENSG00000283375	0.998666	-1.41593				lncRNA								
	ENSG00000287193	0.998666	-1.41593				lncRNA								
	ENSG00000290552	0.998666	-1.41593				lncRNA								
	ENSG00000294301	0.998666	-1.41593				lncRNA								
	ENSG00000296924	0.998666	-1.41593				lncRNA								
	ENSG00000300930	0.998666	-1.41593				lncRNA								
	ENSG00000307882	0.998666	-1.41593				lncRNA								
	ENSG00000307433	0.996311	0.509875				lncRNA								
	FKBP10	0.994211	0.934985				protein_coding								
	ENSG00000269179	0.994194	-0.515104				protein_coding								
	CUL7	0.993724	2.92074				protein_coding								
	ENSG00000305868	0.993632	2.1654				lncRNA								
	SNORD11	0.993383	3.01083				snoRNA								
	ZNF492	0.992681	-0.213049				protein_coding								
	ENSG00000291145	0.991022	0.43366				lncRNA								
	ENSG00000295129	0.991022	0.43366				lncRNA								
	RNU6-37P	0.990078	-0.963457				snRNA								
	MYH7	0.9882	-0.275652				protein_coding								
	RPS26P21	0.986712	1.45482				processed_pseudogene								
	UBTD1	0.985951	0.819936				protein_coding								
	ENSG00000274584	0.985134	0.353193				unprocessed_pseudogene								
	TBXA2R	0.983308	-0.341096				protein_coding								
	TMEM38A	0.983308	-0.341096				protein_coding								
	CCDC136	0.983308	-0.341096				protein_coding								
	PPARG	0.983308	-0.341096				protein_coding								
	ZNF483	0.983308	-0.341096				protein_coding								
	GREB1	0.983308	-0.341096				protein_coding								
	ENSG00000223711	0.983308	-0.341096				lncRNA								
	GTF3C2-AS2	0.983308	-0.341096				lncRNA								
	ENSG00000238372	0.983308	-0.341096				snoRNA								
	NTAN1P2	0.983308	-0.341096				processed_pseudogene								
	ENSG00000253736	0.983308	-0.341096				lncRNA								
	ENSG00000260381	0.983308	-0.341096				lncRNA								
	TXNDC11-AS1	0.983308	-0.341096				lncRNA								
	LINC01029	0.983308	-0.341096				lncRNA								
	UCA1-AS1	0.983308	-0.341096				lncRNA								
	LINC02664	0.983308	-0.341096				lncRNA								
	ENSG00000273192	0.983308	-0.341096				lncRNA								
	ENSG00000273680	0.983308	-0.341096				lncRNA								
	ENSG00000277589	0.983308	-0.341096				lncRNA								
	ENSG00000283156	0.983308	-0.341096				transcribed_unprocessed_pseudogene								
	ENEMAL	0.983308	-0.341096				lncRNA								
	ENSG00000303936	0.983308	-0.341096				lncRNA								
	ENSG00000304640	0.983308	-0.341096				lncRNA								
	ENSG00000289393	0.980678	1.37555				lncRNA								
	THAP5P1	0.978539	0.267972				processed_pseudogene								
	HSD17B6	0.976215	0.694912				protein_coding								
	ENSG00000231705	0.976215	0.694912				lncRNA								
	Y_RNA	0.976215	0.694912				misc_RNA								
	ENSG00000251023	0.976215	0.694912				lncRNA								
	ENSG00000274253	0.975418	-1.43138				lncRNA								
	IL10	0.975016	2.14537				protein_coding								
	ENSG00000268499	0.973091	-0.974733				lncRNA								
	ENSG00000293615	0.971693	-0.0104469				protein_coding								
	AIM2	0.968793	3.40532				protein_coding								
	MIAT	0.968193	5.08484				lncRNA								
	LINC01473	0.967167	1.64659				lncRNA								
	PIWIL2	0.966337	1.20263				protein_coding								
	ANKS1B	0.96457	0.558017				protein_coding								
	SSU72-AS1	0.96457	0.558017				lncRNA								
	KRT8P39	0.96457	0.558017				processed_pseudogene								
	ENSG00000240591	0.96457	0.558017				lncRNA								
	RPL32P32	0.96457	0.558017				processed_pseudogene								
	GTF2I-AS1	0.962648	0.0807554				lncRNA								
	HYOU1-AS1	0.960987	1.57744				lncRNA								
	ENSG00000310260	0.960286	-0.917966				lncRNA								
	OPN1SW	0.958251	-0.637335				protein_coding								
	KHDRBS3	0.958251	-0.637335				protein_coding								
	DSC2	0.958251	-0.637335				protein_coding								
	SLC22A15	0.958251	-0.637335				protein_coding								
	C2	0.958251	-0.637335				protein_coding								
	MTCL1	0.958251	-0.637335				protein_coding								
	RASGRP4	0.958251	-0.637335				protein_coding								
	RIN1	0.958251	-0.637335				protein_coding								
	CD163L1	0.958251	-0.637335				protein_coding								
	ZNF225-AS1	0.958251	-0.637335				lncRNA								
	RPS26P11	0.958251	-0.637335				processed_pseudogene								
	PAPSS2	0.958251	-0.637335				protein_coding								
	ENSG00000218682	0.958251	-0.637335				processed_pseudogene								
	SNORA77	0.958251	-0.637335				snoRNA								
	RPL21P32	0.958251	-0.637335				processed_pseudogene								
	HIVEP2-DT	0.958251	-0.637335				lncRNA								
	CNN3-DT	0.958251	-0.637335				lncRNA								
	ENSG00000236723	0.958251	-0.637335				lncRNA								
	RN7SL37P	0.958251	-0.637335				misc_RNA								
	ENSG00000246090	0.958251	-0.637335				lncRNA								
	ZNF652-AS1	0.958251	-0.637335				lncRNA								
	RBX1P2	0.958251	-0.637335				processed_pseudogene								
	ENSG00000254741	0.958251	-0.637335				lncRNA								
	ENSG00000256006	0.958251	-0.637335				lncRNA								
	ENSG00000257954	0.958251	-0.637335				processed_pseudogene								
	SPESP1	0.958251	-0.637335				protein_coding								
	ENSG00000260805	0.958251	-0.637335				lncRNA								
	ENSG00000261759	0.958251	-0.637335				lncRNA								
	Y_RNA	0.958251	-0.637335				misc_RNA								
	ENSG00000279319	0.958251	-0.637335				TEC								
	ENSG00000280195	0.958251	-0.637335				lncRNA								
	ENSG00000280376	0.958251	-0.637335				TEC								
	ENSG00000285824	0.958251	-0.637335				lncRNA								
	ENSG00000287086	0.958251	-0.637335				lncRNA								
	ENSG00000288770	0.958251	-0.637335				lncRNA								
	ENSG00000288799	0.958251	-0.637335				lncRNA								
